"grass","happy","satlife","hlthphys","hlthmntl","unhappy","depress","cesd1","hopeless","restless","wrthless","nervous","satsoc","year"
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"most of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"most of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"most of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"all or almost all of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"most of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,"all or almost all of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"most of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"most of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","very happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","not too happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","not too happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","pretty happy",NA,NA,NA,NA,NA,"none or almost none of the time",NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should not be legal","very happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
NA,"pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,"some of the time",NA,NA,NA,NA,NA,2016
"should be legal","pretty happy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016
