"year","region","abbreviation","totalballots","vap","vep"
"1988","alabama","AL","","2949934","2902272"
"1988","alaska","AK","203433","369260","355076"
"1988","arkansas","AR","","1717388","1689759"
"1988","california","CA","10194539","21249801","17745548"
"1988","colorado","CO","1416265","2396786","2326962"
"1988","connecticut","CT","1461962","2525021","2379976"
"1988","delaware","DE","254973","489696","472293"
"1988","district of columbia","DC","197135","502362","453412"
"1988","florida","FL","","9651236","8778408"
"1988","illinois","IL","4697192","8410414","7951991"
"1988","indiana","IN","2222811","4045785","3997967"
"1988","iowa","IA","1240854","2052326","2022326"
"1988","kansas","KS","","1808604","1773849"
"1988","maine","ME","","901850","888322"
"1988","maryland","MD","1747350","3535730","3324418"
"1988","massachusetts","MA","2689857","4642061","4386748"
"1988","minnesota","MN","2125119","3166668","3086279"
"1988","nebraska","NE","678669","1144305","1125697"
"1988","nevada","NV","354261","823940","768126"
"1988","new hampshire","NH","462503","817358","800809"
"1988","new mexico","NM","535694","1046754","1002360"
"1988","new york","NY","6636310","13659215","12296727"
"1988","north carolina","NC","","4903045","4792261"
"1988","ohio","OH","4505284","7986220","7871910"
"1988","oklahoma","OK","1192815","2300258","2246781"
"1988","oregon","OR","1235199","2055379","1981881"
"1988","rhode island","RI","415963","771407","721720"
"1988","south carolina","SC","1041846","2504635","2453954"
"1988","south dakota","SD","","497633","494125"
"1988","tennessee","TN","","3609081","3552415"
"1988","texas","TX","","11877787","10831136"
"1988","virginia","VA","","4571637","4395612"
"1988","washington","WA","1923043","3465082","3281254"
"1988","wisconsin","WI","","3558322","3488430"
"1988","wyoming","WY","186417","320695","315117"
"1986","alabama","AL","","2911819","2868914"
"1986","alaska","AK","182526","364871","351727"
"1986","arkansas","AR","","1706578","1681265"
"1986","california","CA","7617142","20222886","17157466"
"1986","colorado","CO","1096867","2372880","2310300"
"1986","connecticut","CT","1025605","2479722","2344934"
"1986","delaware","DE","165563","470828","455491"
"1986","district of columbia","DC","134158","508553","465899"
"1986","florida","FL","","9158241","8384044"
"1986","illinois","IL","3322657","8343755","7915455"
"1986","indiana","IN","1619005","3990379","3944291"
"1986","iowa","IA","922094","2049547","2020103"
"1986","kansas","KS","","1788426","1756255"
"1986","maine","ME","","870604","858416"
"1986","maryland","MD","1161136","3401061","3216434"
"1986","massachusetts","MA","1777276","4560556","4327968"
"1986","minnesota","MN","1456579","3089544","3022940"
"1986","nebraska","NE","577916","1141336","1123083"
"1986","nevada","NV","264365","747283","700333"
"1986","new hampshire","NH","257410","775686","760166"
"1986","new mexico","NM","408621","1026160","987672"
"1986","new york","NY","4481718","13512043","12268721"
"1986","north carolina","NC","","4749053","4651220"
"1986","ohio","OH","3628870","7891503","7782233"
"1986","oklahoma","OK","934447","2343190","2289981"
"1986","oregon","OR","1088140","1990233","1929736"
"1986","rhode island","RI","322724","756297","711072"
"1986","south carolina","SC","763493","2437430","2392634"
"1986","south dakota","SD","","495833","492273"
"1986","tennessee","TN","","3532177","3478115"
"1986","texas","TX","","11732625","10787588"
"1986","virginia","VA","","4394143","4239453"
"1986","washington","WA","1358160","3310457","3152180"
"1986","wisconsin","WI","","3495584","3431723"
"1986","wyoming","WY","168615","334385","328923"
"1984","alabama","AL","","2867180","2831999"
"1984","alaska","AK","213173","354410","343113"
"1984","arkansas","AR","","1689480","1668969"
"1984","california","CA","9796375","19270739","16614618"
"1984","colorado","CO","1343437","2325829","2267395"
"1984","connecticut","CT","1490946","2431057","2301457"
"1984","delaware","DE","258182","455312","442263"
"1984","district of columbia","DC","219193","505550","471707"
"1984","florida","FL","","8656427","7976056"
"1984","illinois","IL","4969352","8327065","7918579"
"1984","indiana","IN","2268493","3960870","3915894"
"1984","iowa","IA","1339886","2084995","2057855"
"1984","kansas","KS","","1779487","1752110"
"1984","maine","ME","","852022","840094"
"1984","maryland","MD","1695924","3278321","3114274"
"1984","massachusetts","MA","2595054","4486676","4271316"
"1984","minnesota","MN","2115317","3039490","2980672"
"1984","nebraska","NE","670781","1152310","1134531"
"1984","nevada","NV","294413","697185","657129"
"1984","new hampshire","NH","406608","732480","718714"
"1984","new mexico","NM","522328","990632","956618"
"1984","new york","NY","7000828","13373558","12232979"
"1984","north carolina","NC","","4598151","4510205"
"1984","ohio","OH","4664223","7836806","7731982"
"1984","oklahoma","OK","1290555","2373014","2325381"
"1984","oregon","OR","1265824","1962501","1907252"
"1984","rhode island","RI","422851","739064","697661"
"1984","south carolina","SC","1018701","2368236","2329803"
"1984","south dakota","SD","","497849","494439"
"1984","tennessee","TN","","3463234","3416825"
"1984","texas","TX","","11397758","10587030"
"1984","virginia","VA","","4234017","4098763"
"1984","washington","WA","1931546","3213263","3072347"
"1984","wisconsin","WI","","3468053","3409864"
"1984","wyoming","WY","196153","343957","338587"
"1982","alabama","AL","","2813033","2780354"
"1982","alaska","AK","199458","316787","307487"
"1982","arkansas","AR","","1656707","1639748"
"1982","california","CA","8064314","18448245","16162454"
"1982","colorado","CO","1037774","2248839","2197369"
"1982","connecticut","CT","1112428","2369975","2252178"
"1982","delaware","DE","195726","441374","430193"
"1982","district of columbia","DC","","500492","470886"
"1982","florida","FL","","8139171","7564062"
"1982","illinois","IL","3856875","8284606","7905790"
"1982","indiana","IN","1834225","3921907","3877820"
"1982","iowa","IA","1050495","2094031","2068087"
"1982","kansas","KS","","1761238","1737025"
"1982","maine","ME","","828907","818131"
"1982","maryland","MD","1190011","3174995","3035802"
"1982","massachusetts","MA","2103780","4375262","4182750"
"1982","minnesota","MN","1834737","2993256","2944610"
"1982","nebraska","NE","559422","1145316","1129123"
"1982","nevada","NV","242578","655823","620782"
"1982","new hampshire","NH","289057","698424","686106"
"1982","new mexico","NM","417945","949133","919605"
"1982","new york","NY","5437367","13150573","12115273"
"1982","north carolina","NC","","4427095","4346062"
"1982","ohio","OH","3551995","7793022","7689982"
"1982","oklahoma","OK","901488","2346265","2302377"
"1982","oregon","OR","1063913","1946116","1895509"
"1982","rhode island","RI","370928","723060","685184"
"1982","south carolina","SC","688300","2297223","2260339"
"1982","south dakota","SD","","492367","489607"
"1982","tennessee","TN","","3393233","3356651"
"1982","texas","TX","","10910762","10225077"
"1982","virginia","VA","","4076585","3958851"
"1982","washington","WA","1404831","3138109","3001446"
"1982","wisconsin","WI","","3426394","3374489"
"1982","wyoming","WY","172065","349060","344320"
"1980","alabama","AL","","2753078","2727483"
"1980","alaska","AK","162653","277261","270210"
"1980","arkansas","AR","","1624917","1609826"
"1980","california","CA","8775459","17551451","15616072"
"1980","colorado","CO","1225549","2118092","2072174"
"1980","connecticut","CT","1423403","2305904","2200549"
"1980","delaware","DE","239136","430879","421304"
"1980","district of columbia","DC","178434","496230","470755"
"1980","florida","FL","","7575002","7086641"
"1980","illinois","IL","4868890","8216218","7867454"
"1980","indiana","IN","2275433","3885473","3847706"
"1980","iowa","IA","1314258","2093321","2071140"
"1980","kansas","KS","","1726471","1704986"
"1980","maine","ME","","810240","799707"
"1980","maryland","MD","1557709","3081409","2963213"
"1980","massachusetts","MA","2566807","4281265","4110014"
"1980","minnesota","MN","2079451","2929927","2883593"
"1980","nebraska","NE","651281","1129653","1114888"
"1980","nevada","NV","297318","602463","572978"
"1980","new hampshire","NH","402415","671558","660487"
"1980","new mexico","NM","464848","897946","873733"
"1980","new york","NY","6359218","12932357","12011490"
"1980","north carolina","NC","","4272156","4202008"
"1980","ohio","OH","4378937","7732705","7634156"
"1980","oklahoma","OK","1172303","2201257","2162835"
"1980","oregon","OR","1209691","1925651","1880110"
"1980","rhode island","RI","423349","709692","675354"
"1980","south carolina","SC","922397","2212354","2177799"
"1980","south dakota","SD","","486893","484310"
"1980","tennessee","TN","","3318036","3286762"
"1980","texas","TX","","10120613","9572302"
"1980","virginia","VA","","3927383","3829400"
"1980","washington","WA","1772904","3037193","2923782"
"1980","wisconsin","WI","","3371087","3321213"
"1980","wyoming","WY","181004","330784","326649"
