state,age,sex,total_income,health_insurance,transport
Oregon,67,male,62030,with,"Car, truck, or van"
Oregon,39,female,50000,with,Bus or trolley bus
Washington,47,female,95000,with,"Car, truck, or van"
Oregon,39,male,63000,with,"Car, truck, or van"
Washington,78,female,23200,with,NA
Oregon,46,female,75000,with,"Car, truck, or van"
Washington,38,male,240260,with,"Car, truck, or van"
Oregon,44,male,49000,with,Other
Washington,56,male,110000,with,NA
Washington,67,male,94500,with,"Car, truck, or van"
Washington,70,male,32800,with,NA
Washington,43,female,44000,with,"Car, truck, or van"
Washington,43,male,1900,with,Walked
Washington,73,female,32700,with,NA
Oregon,25,female,0,with,NA
Washington,73,male,19200,with,NA
Washington,73,female,41000,with,"Car, truck, or van"
Oregon,44,male,67000,with,"Car, truck, or van"
Oregon,62,male,183800,with,"Car, truck, or van"
Oregon,52,male,237000,with,Bicycle
Oregon,59,male,82000,with,"Car, truck, or van"
Washington,59,female,70000,with,Bus or trolley bus
Washington,28,female,56000,with,"Car, truck, or van"
Oregon,35,female,42000,with,Bus or trolley bus
Oregon,55,female,17000,with,"Car, truck, or van"
Oregon,65,female,9900,with,NA
Oregon,46,female,20750,with,"Car, truck, or van"
Washington,87,female,16100,with,NA
Washington,30,male,35000,with,Bicycle
Oregon,53,female,15000,with,NA
Washington,54,female,30500,with,"Car, truck, or van"
Oregon,61,male,25200,with,"Car, truck, or van"
Oregon,41,male,240300,with,Bicycle
Oregon,64,female,11700,with,"Car, truck, or van"
Oregon,41,male,56000,with,Worked at home
Washington,50,female,14200,with,"Car, truck, or van"
Oregon,44,male,18900,with,NA
Washington,86,female,35990,with,NA
Oregon,70,male,23400,with,NA
Washington,50,female,0,with,NA
Washington,52,female,20400,with,"Car, truck, or van"
Washington,33,male,72000,with,"Car, truck, or van"
Washington,45,female,91520,with,"Car, truck, or van"
Oregon,66,female,8700,with,Worked at home
Washington,54,female,71000,with,"Car, truck, or van"
Oregon,47,female,23000,with,"Car, truck, or van"
Oregon,25,female,8000,with,NA
Washington,38,female,27000,with,"Car, truck, or van"
Oregon,38,female,3600,with,"Car, truck, or van"
Washington,60,male,51000,with,"Car, truck, or van"
Washington,70,female,21600,with,NA
Washington,63,male,75400,with,NA
Oregon,52,female,140200,with,"Car, truck, or van"
Oregon,79,male,16600,with,NA
Oregon,30,female,17000,with,Bus or trolley bus
Oregon,64,female,119100,with,"Car, truck, or van"
Oregon,38,male,70000,with,"Car, truck, or van"
Washington,34,female,37800,without,Worked at home
Oregon,27,male,7500,with,"Car, truck, or van"
Washington,50,male,90000,with,"Car, truck, or van"
Oregon,44,male,36000,with,Other
Oregon,42,male,25000,with,"Car, truck, or van"
Oregon,44,male,32000,with,Walked
Washington,37,male,95000,with,Bus or trolley bus
Washington,51,male,467150,with,"Car, truck, or van"
Oregon,73,female,3800,with,NA
Oregon,67,male,56400,with,NA
Washington,39,female,17500,without,NA
Washington,38,male,42000,with,"Car, truck, or van"
Oregon,51,female,9000,with,Worked at home
Washington,70,male,42600,with,NA
Washington,64,male,228000,with,NA
Washington,40,female,26500,with,"Car, truck, or van"
Washington,54,female,48000,with,"Car, truck, or van"
Washington,34,male,78000,with,"Car, truck, or van"
Oregon,56,male,14100,with,NA
Washington,38,female,36000,with,"Car, truck, or van"
Washington,57,female,9500,with,NA
Washington,69,female,13060,with,NA
Washington,33,male,46000,with,"Car, truck, or van"
Washington,73,male,23600,with,NA
Washington,43,female,66100,with,Worked at home
Washington,80,male,38900,with,NA
Washington,71,female,9480,with,NA
Washington,52,female,70000,with,"Car, truck, or van"
Washington,61,male,0,with,NA
Washington,23,male,25000,with,"Car, truck, or van"
Washington,31,female,40000,with,"Car, truck, or van"
Washington,42,female,42000,with,Worked at home
Washington,45,male,69000,with,"Car, truck, or van"
Washington,70,male,72300,with,NA
Washington,94,male,22120,with,NA
Washington,59,female,6600,with,NA
Oregon,44,female,55200,with,Worked at home
Oregon,55,female,42000,with,"Car, truck, or van"
Washington,49,male,100000,with,"Car, truck, or van"
Washington,54,male,0,with,NA
Washington,37,male,70000,with,Bus or trolley bus
Washington,56,female,36500,without,"Car, truck, or van"
Washington,37,female,26800,with,"Car, truck, or van"
Oregon,32,male,24000,with,Worked at home
Oregon,48,female,0,with,NA
Oregon,65,male,54000,without,"Car, truck, or van"
Washington,61,female,8800,with,NA
Washington,58,male,40000,with,Worked at home
Oregon,24,male,32000,with,"Car, truck, or van"
Oregon,66,male,76000,with,"Car, truck, or van"
Washington,65,male,66800,with,NA
Oregon,70,male,57600,with,NA
Washington,77,male,3200,with,NA
Oregon,65,female,35700,with,NA
Oregon,50,female,0,with,NA
Washington,43,female,5000,with,Worked at home
Oregon,94,female,19300,with,NA
Washington,47,male,81000,with,"Car, truck, or van"
Washington,41,male,144000,with,Other
Oregon,79,female,10000,with,NA
Oregon,37,male,4500,with,NA
Oregon,52,male,58000,with,Worked at home
Oregon,25,female,0,with,NA
Oregon,45,female,400,without,NA
Oregon,56,male,0,with,NA
Washington,61,male,950,with,NA
Washington,60,female,13000,with,NA
Oregon,44,male,55000,with,"Car, truck, or van"
Washington,52,male,122000,with,Worked at home
Oregon,79,male,37000,with,NA
Oregon,46,male,80070,with,"Car, truck, or van"
Oregon,65,male,79400,with,NA
Washington,81,female,30000,with,NA
Washington,34,male,63000,with,"Car, truck, or van"
Washington,47,female,75000,with,Other
Oregon,66,female,14000,with,NA
Oregon,25,female,1701,with,Walked
Oregon,60,female,83000,with,"Car, truck, or van"
Washington,60,female,33800,with,"Car, truck, or van"
Oregon,69,female,89400,with,NA
Oregon,23,male,20000,with,"Car, truck, or van"
Oregon,51,female,8400,with,NA
Oregon,37,female,18000,with,NA
Oregon,28,female,49800,with,"Car, truck, or van"
Washington,52,male,16330,with,NA
Washington,55,male,113200,with,Bicycle
Washington,31,male,60050,with,"Car, truck, or van"
Washington,54,male,23000,without,"Car, truck, or van"
Oregon,68,female,30300,with,NA
Washington,76,male,55900,with,NA
Washington,39,female,37000,without,"Car, truck, or van"
Oregon,70,female,13100,with,NA
Oregon,54,female,8600,with,"Car, truck, or van"
Oregon,74,male,26200,with,NA
Oregon,68,female,54100,with,NA
Oregon,62,female,20000,with,"Car, truck, or van"
Oregon,34,female,13000,with,"Car, truck, or van"
Washington,75,female,19000,with,NA
Washington,60,male,50000,with,"Car, truck, or van"
Washington,48,male,22000,with,"Car, truck, or van"
Washington,43,male,0,without,NA
Oregon,57,female,14500,with,"Car, truck, or van"
Washington,58,male,215000,with,"Car, truck, or van"
Washington,69,female,11900,with,NA
Washington,74,female,30900,with,NA
Washington,18,male,35000,with,NA
Oregon,60,female,23800,with,"Car, truck, or van"
Oregon,45,female,6700,with,"Car, truck, or van"
Washington,36,female,66000,with,"Car, truck, or van"
Washington,41,female,24000,with,"Car, truck, or van"
Washington,59,male,30000,without,"Car, truck, or van"
Oregon,89,female,12000,with,NA
Washington,26,male,49500,with,"Car, truck, or van"
Washington,46,female,96000,with,NA
Oregon,66,male,21800,with,Worked at home
Oregon,33,female,70000,with,Other
Washington,30,female,37800,without,"Car, truck, or van"
Washington,28,female,106000,with,"Car, truck, or van"
Washington,43,female,141200,with,Bus or trolley bus
Washington,48,male,75000,with,"Car, truck, or van"
Washington,63,male,113000,with,"Car, truck, or van"
Washington,94,female,17200,with,NA
Washington,86,female,63700,with,NA
Oregon,31,female,40000,with,Other
Oregon,28,female,-3720,with,NA
Oregon,73,female,8500,with,NA
Oregon,64,female,31700,with,NA
Washington,82,male,63504,with,NA
Oregon,40,female,6400,with,"Car, truck, or van"
Oregon,34,male,115000,with,"Car, truck, or van"
Washington,66,male,89200,with,Bus or trolley bus
Washington,43,female,67000,with,"Car, truck, or van"
Oregon,25,male,0,with,NA
Oregon,27,female,0,without,NA
Washington,53,male,159250,with,"Car, truck, or van"
Oregon,66,female,6300,with,NA
Washington,52,female,22900,without,"Car, truck, or van"
Washington,35,female,53000,with,"Car, truck, or van"
Oregon,65,male,74000,with,"Car, truck, or van"
Washington,55,male,140000,with,"Car, truck, or van"
Washington,64,female,8800,with,NA
Washington,54,female,0,with,NA
Oregon,74,female,9700,with,NA
Washington,65,male,147000,with,"Car, truck, or van"
Washington,26,male,41000,with,Worked at home
Washington,63,female,228000,with,NA
Washington,56,male,154000,with,Bicycle
Oregon,37,female,50000,with,"Car, truck, or van"
Oregon,53,female,40000,without,"Car, truck, or van"
Oregon,63,female,43200,with,"Car, truck, or van"
Washington,69,female,40000,with,NA
Washington,47,female,20000,with,Bicycle
Washington,55,male,16000,with,"Car, truck, or van"
Washington,94,female,28400,with,NA
Washington,64,male,22000,with,"Car, truck, or van"
Washington,55,female,39000,with,"Car, truck, or van"
Oregon,76,female,31300,with,NA
Oregon,57,female,0,with,NA
Washington,27,female,74060,with,"Car, truck, or van"
Oregon,58,female,9050,with,NA
Oregon,49,female,20800,with,"Car, truck, or van"
Washington,72,male,84100,with,Worked at home
Oregon,64,male,120000,with,"Car, truck, or van"
Washington,84,female,55200,with,NA
Washington,74,male,18400,with,NA
Washington,31,female,38000,with,"Car, truck, or van"
Oregon,58,male,34700,with,"Car, truck, or van"
Oregon,37,female,24000,with,"Car, truck, or van"
Oregon,55,male,51000,with,"Car, truck, or van"
Washington,75,male,27000,with,NA
Washington,52,male,124400,with,"Car, truck, or van"
Washington,63,female,180050,with,"Car, truck, or van"
Washington,82,male,94000,with,NA
Oregon,57,male,26300,without,"Car, truck, or van"
Oregon,33,female,15000,with,Worked at home
Oregon,54,male,94000,with,Worked at home
Washington,63,female,42000,with,NA
Washington,69,male,48000,with,"Car, truck, or van"
Washington,72,male,64310,with,NA
Oregon,32,male,48000,with,"Car, truck, or van"
Washington,37,male,100000,with,"Car, truck, or van"
Washington,45,male,90000,with,"Car, truck, or van"
Oregon,40,female,300,with,NA
Oregon,82,female,150000,with,NA
Oregon,42,male,50000,with,"Car, truck, or van"
Oregon,85,male,80700,with,NA
Washington,46,male,115100,with,"Car, truck, or van"
Oregon,47,female,12000,with,NA
Washington,46,male,40000,with,NA
Washington,53,female,23500,with,"Car, truck, or van"
Washington,71,female,15000,with,NA
Oregon,56,female,22000,with,"Car, truck, or van"
Washington,74,female,26200,with,NA
Washington,52,male,140000,with,"Car, truck, or van"
Washington,85,female,48800,with,NA
Washington,58,male,110000,with,"Car, truck, or van"
Washington,47,male,85000,with,"Car, truck, or van"
Washington,56,male,114100,with,"Car, truck, or van"
Oregon,55,female,9530,with,NA
Washington,38,male,165000,with,"Car, truck, or van"
Washington,38,female,60000,with,"Car, truck, or van"
Oregon,40,female,36000,with,"Car, truck, or van"
Oregon,40,female,100000,with,Bus or trolley bus
Washington,43,female,0,with,NA
Washington,63,male,30000,with,NA
Washington,66,male,39000,with,NA
Washington,48,female,46000,with,"Car, truck, or van"
Oregon,45,male,17800,with,NA
Washington,59,female,0,with,NA
Washington,28,female,9700,with,"Car, truck, or van"
Washington,51,female,38800,with,"Car, truck, or van"
Washington,66,male,59200,with,NA
Washington,45,female,85000,with,"Car, truck, or van"
Oregon,51,male,3000,with,"Car, truck, or van"
Washington,25,female,6100,with,NA
Washington,75,male,34190,with,"Car, truck, or van"
Washington,90,female,37500,with,NA
Washington,55,male,100000,with,"Car, truck, or van"
Washington,58,female,20000,without,"Car, truck, or van"
Washington,57,male,75000,with,Other
Washington,56,female,6000,with,NA
Oregon,72,female,8500,with,NA
Washington,35,male,228000,with,NA
Washington,49,male,200000,with,Walked
Oregon,41,male,52000,with,"Car, truck, or van"
Washington,70,male,91000,with,NA
Washington,73,female,21300,with,"Car, truck, or van"
Washington,30,male,32000,without,"Car, truck, or van"
Washington,76,female,24820,with,NA
Oregon,37,female,100000,with,"Car, truck, or van"
Washington,72,female,5000,with,NA
Washington,63,female,920,with,NA
Washington,94,female,60000,with,NA
Oregon,87,female,253800,with,NA
Washington,60,female,76500,with,"Car, truck, or van"
Oregon,39,male,52000,with,"Car, truck, or van"
Washington,67,male,1700,with,NA
Washington,55,male,75000,with,NA
Washington,20,female,3000,with,NA
Washington,60,male,130000,with,"Car, truck, or van"
Oregon,55,male,64450,with,NA
Oregon,31,female,2000,with,"Car, truck, or van"
Oregon,31,female,10800,with,"Car, truck, or van"
Washington,25,female,0,with,NA
Oregon,57,male,11800,with,NA
Oregon,63,female,34000,with,"Car, truck, or van"
Washington,63,male,60300,with,"Car, truck, or van"
Washington,66,male,25500,with,NA
Oregon,61,male,84300,with,"Car, truck, or van"
Oregon,58,male,30000,with,"Car, truck, or van"
Oregon,64,female,13600,with,NA
Washington,64,male,28980,with,NA
Washington,58,male,80000,with,NA
Washington,49,female,15500,with,"Car, truck, or van"
Washington,33,female,74000,with,"Car, truck, or van"
Washington,66,male,20000,with,"Car, truck, or van"
Washington,36,female,250000,with,"Car, truck, or van"
Washington,39,male,12000,with,NA
Washington,82,male,30300,with,NA
Washington,74,female,18900,with,NA
Oregon,79,male,52700,with,NA
Oregon,64,female,76600,with,"Car, truck, or van"
Oregon,68,female,8600,with,NA
Washington,64,female,24000,with,"Car, truck, or van"
Washington,38,male,64000,with,"Car, truck, or van"
Washington,58,male,160000,with,Worked at home
Oregon,65,female,16640,with,NA
Washington,68,female,25800,with,"Car, truck, or van"
Oregon,41,female,31500,with,"Car, truck, or van"
Washington,25,male,65000,with,"Car, truck, or van"
Washington,31,female,45600,with,"Car, truck, or van"
Washington,32,male,125000,with,"Car, truck, or van"
Washington,34,male,75000,with,"Car, truck, or van"
Washington,57,female,50000,with,"Car, truck, or van"
Oregon,57,female,55000,with,"Car, truck, or van"
Oregon,51,female,43200,with,"Car, truck, or van"
Oregon,54,male,20000,without,NA
Oregon,57,female,38000,with,NA
Oregon,21,female,13000,with,Worked at home
Oregon,68,male,31600,with,NA
Washington,28,female,9000,with,"Car, truck, or van"
Washington,86,male,245000,with,NA
Washington,61,male,57000,with,"Car, truck, or van"
Washington,47,male,70000,with,"Car, truck, or van"
Washington,67,male,65920,with,NA
Washington,42,male,86000,with,"Car, truck, or van"
Washington,53,male,94000,with,Worked at home
Oregon,43,male,88000,with,"Car, truck, or van"
Oregon,60,female,11200,with,NA
Washington,56,male,1000,with,NA
Oregon,66,female,36400,with,NA
Oregon,70,female,36000,with,"Car, truck, or van"
Oregon,60,male,103500,with,"Car, truck, or van"
Washington,62,female,7700,with,NA
Washington,29,male,55000,with,"Car, truck, or van"
Washington,36,male,43000,with,"Car, truck, or van"
Oregon,57,female,11400,with,"Car, truck, or van"
Oregon,49,male,80000,with,"Car, truck, or van"
Washington,53,male,93050,with,Worked at home
Washington,70,female,200000,with,"Car, truck, or van"
Washington,65,female,8400,with,NA
Oregon,38,male,90000,with,"Car, truck, or van"
Washington,41,male,67000,with,"Car, truck, or van"
Washington,49,male,5000,with,"Car, truck, or van"
Washington,46,male,82400,with,"Car, truck, or van"
Washington,31,male,33800,with,"Car, truck, or van"
Washington,44,male,55000,with,"Car, truck, or van"
Washington,39,female,70000,with,"Car, truck, or van"
Washington,37,female,1300,without,NA
Washington,67,female,51300,with,"Car, truck, or van"
Washington,39,female,10500,without,"Car, truck, or van"
Washington,30,male,105000,with,"Car, truck, or van"
Oregon,66,female,11500,with,NA
Washington,46,female,77000,with,"Car, truck, or van"
Washington,56,female,115000,with,"Car, truck, or van"
Washington,46,female,0,with,NA
Washington,46,female,84000,with,"Car, truck, or van"
Oregon,72,female,52600,with,NA
Washington,72,male,64800,with,NA
Washington,47,female,24000,with,Bus or trolley bus
Washington,55,female,22000,with,"Car, truck, or van"
Washington,60,female,0,with,NA
Washington,20,female,19300,with,"Car, truck, or van"
Oregon,61,male,413500,with,"Car, truck, or van"
Washington,66,male,56000,with,"Car, truck, or van"
Washington,31,female,21000,with,"Car, truck, or van"
Washington,37,male,31200,with,"Car, truck, or van"
