household_id,state,person,age,total_income
343801,Oregon,wife,41,7000
344666,Washington,husband,46,25000
344666,Washington,wife,36,9300
345584,Washington,husband,76,40000
345584,Washington,wife,68,25800
346078,Oregon,husband,44,105000
346078,Oregon,wife,43,0
346211,Oregon,husband,68,205000
346211,Oregon,wife,67,100
347152,Oregon,husband,62,51000
347152,Oregon,wife,44,8400
347459,Washington,husband,59,43000
347459,Washington,wife,58,75000
348530,Oregon,husband,53,405000
348530,Oregon,wife,54,40000
349087,Washington,husband,77,61800
349087,Washington,wife,75,8900
349861,Washington,husband,48,90000
349861,Washington,wife,49,113000
350796,Oregon,husband,69,85000
350796,Oregon,wife,69,13200
351161,Oregon,husband,61,304000
351161,Oregon,wife,57,15000
352607,Oregon,husband,47,80000
352607,Oregon,wife,42,900
353553,Washington,husband,78,13500
353553,Washington,wife,77,7500
354954,Oregon,husband,50,115000
354954,Oregon,wife,55,30000
355340,Oregon,husband,66,62030
355340,Oregon,wife,64,330
355398,Oregon,husband,72,59000
355398,Oregon,wife,63,22300
355769,Oregon,husband,43,110000
355769,Oregon,wife,35,0
355994,Oregon,husband,68,90200
355994,Oregon,wife,68,15000
356302,Washington,husband,40,40020
356302,Washington,wife,40,262000
356604,Oregon,husband,62,255000
356604,Oregon,wife,66,0
358224,Oregon,husband,36,100000
358224,Oregon,wife,28,45000
358842,Washington,husband,31,26000
358842,Washington,wife,53,0
359391,Washington,husband,63,65000
359391,Washington,wife,60,35000
359668,Washington,husband,47,42000
359668,Washington,wife,47,30500
359927,Washington,husband,62,276000
359927,Washington,wife,53,234500
362403,Oregon,husband,48,90000
362403,Oregon,wife,45,0
364118,Washington,husband,48,18000
364118,Washington,wife,41,0
364170,Washington,husband,67,179000
364170,Washington,wife,64,125000
364465,Washington,husband,41,115000
364465,Washington,wife,39,100000
365935,Washington,husband,31,55000
365935,Washington,wife,29,40000
366287,Washington,husband,54,70000
366287,Washington,wife,50,8000
368415,Washington,husband,59,85000
368415,Washington,wife,60,39500
368575,Washington,husband,31,77000
368575,Washington,wife,31,0
369432,Washington,husband,76,77800
369432,Washington,wife,73,9800
371890,Oregon,husband,65,55000
371890,Oregon,wife,62,38000
372725,Washington,husband,49,110000
372725,Washington,wife,40,9550
375209,Washington,husband,27,13900
375209,Washington,wife,26,1200
375940,Oregon,husband,50,70000
375940,Oregon,wife,50,6000
377596,Washington,husband,79,56800
377596,Washington,wife,78,0
378404,Washington,husband,41,50000
378404,Washington,wife,43,80000
379766,Oregon,husband,61,53000
379766,Oregon,wife,61,22000
379768,Washington,husband,56,124000
379768,Washington,wife,56,0
379951,Washington,husband,71,35490
379951,Washington,wife,68,97200
381271,Washington,husband,35,31500
381271,Washington,wife,37,34700
383411,Washington,husband,55,238200
383411,Washington,wife,51,25000
385411,Oregon,husband,45,88000
385411,Oregon,wife,35,0
385522,Washington,husband,57,0
385522,Washington,wife,62,42000
385545,Washington,husband,62,51000
385545,Washington,wife,68,6400
385813,Washington,husband,37,64000
385813,Washington,wife,37,60000
386708,Oregon,husband,39,90000
386708,Oregon,wife,36,80000
387603,Washington,husband,25,32000
387603,Washington,wife,24,3000
389070,Oregon,husband,69,75800
389070,Oregon,wife,64,19100
389212,Washington,husband,31,32000
389212,Washington,wife,27,26000
389526,Oregon,husband,43,70000
389526,Oregon,wife,37,0
392356,Washington,husband,42,14600
392356,Washington,wife,40,80000
393825,Washington,husband,82,72100
393825,Washington,wife,76,8400
394130,Oregon,husband,51,50000
394130,Oregon,wife,40,44000
394900,Washington,husband,61,23400
394900,Washington,wife,63,112004
394969,Washington,husband,60,118300
394969,Washington,wife,49,39000
395119,Washington,husband,69,43800
395119,Washington,wife,69,13200
397493,Washington,husband,45,15000
397493,Washington,wife,41,12000
398930,Washington,husband,94,48000
398930,Washington,wife,94,1600
399739,Washington,husband,30,65000
399739,Washington,wife,30,55000
400543,Washington,husband,31,90000
400543,Washington,wife,38,45000
400700,Washington,husband,33,33800
400700,Washington,wife,33,630
400822,Oregon,husband,65,14700
400822,Oregon,wife,65,20200
402080,Washington,husband,43,78200
402080,Washington,wife,43,67000
402980,Washington,husband,52,35000
402980,Washington,wife,48,19000
403928,Washington,husband,69,30000
403928,Washington,wife,65,50000
404308,Washington,husband,26,50000
404308,Washington,wife,26,0
404376,Washington,husband,58,128300
404376,Washington,wife,54,10000
407466,Washington,husband,29,48000
407466,Washington,wife,25,42400
408101,Washington,husband,45,80000
408101,Washington,wife,46,25000
409866,Oregon,husband,71,33100
409866,Oregon,wife,62,21200
410349,Oregon,husband,45,6500
410349,Oregon,wife,57,25000
411766,Oregon,husband,72,67700
411766,Oregon,wife,68,30000
412413,Washington,husband,40,250000
412413,Washington,wife,40,0
412762,Washington,husband,68,89000
412762,Washington,wife,59,40100
412972,Oregon,husband,42,40000
412972,Oregon,wife,35,19000
414671,Washington,husband,46,70000
414671,Washington,wife,53,24000
414939,Oregon,husband,38,81500
414939,Oregon,wife,36,0
417889,Washington,husband,38,65000
417889,Washington,wife,35,0
418271,Oregon,husband,64,32000
418271,Oregon,wife,61,16804
418606,Oregon,husband,72,59600
418606,Oregon,wife,66,16900
419829,Washington,husband,48,5000
419829,Washington,wife,44,120000
421408,Oregon,husband,48,25300
421408,Oregon,wife,44,23000
423289,Oregon,husband,59,90000
423289,Oregon,wife,64,20000
425931,Washington,husband,38,170000
425931,Washington,wife,39,125000
431060,Washington,husband,34,47000
431060,Washington,wife,33,41000
431067,Washington,husband,57,43000
431067,Washington,wife,57,53000
431830,Oregon,husband,51,30000
431830,Oregon,wife,50,17000
432418,Washington,husband,69,100200
432418,Washington,wife,54,40000
432795,Washington,husband,55,251000
432795,Washington,wife,55,83200
433470,Washington,husband,44,51000
433470,Washington,wife,43,33000
434442,Washington,husband,42,462400
434442,Washington,wife,38,95400
434699,Oregon,husband,35,46000
434699,Oregon,wife,32,20000
435092,Washington,husband,84,1300
435092,Washington,wife,78,21400
435569,Oregon,husband,70,107000
435569,Oregon,wife,66,21100
436758,Oregon,husband,42,58000
436758,Oregon,wife,41,0
437841,Oregon,husband,81,11800
437841,Oregon,wife,83,6500
438237,Washington,husband,78,26300
438237,Washington,wife,76,13700
438301,Oregon,husband,74,42000
438301,Oregon,wife,71,7820
438930,Oregon,husband,39,140000
438930,Oregon,wife,40,3200
439574,Washington,husband,58,64000
439574,Washington,wife,60,43300
439744,Washington,husband,55,100000
439744,Washington,wife,55,18900
440221,Oregon,husband,61,8400
440221,Oregon,wife,51,12000
440981,Oregon,husband,63,16500
440981,Oregon,wife,63,4200
442474,Washington,husband,78,33030
442474,Washington,wife,77,9730
444327,Oregon,husband,79,49400
444327,Oregon,wife,79,21400
445754,Oregon,husband,32,94000
445754,Oregon,wife,32,56000
446748,Oregon,husband,63,40000
446748,Oregon,wife,60,0
446912,Washington,husband,50,34004
446912,Washington,wife,51,1300
447040,Washington,husband,67,42800
447040,Washington,wife,67,9400
447734,Washington,husband,65,175000
447734,Washington,wife,63,7200
448912,Oregon,husband,38,32000
448912,Oregon,wife,36,35000
448948,Oregon,husband,48,70520
448948,Oregon,wife,43,64001
449206,Washington,husband,52,23200
449206,Washington,wife,45,48750
449247,Washington,husband,30,29400
449247,Washington,wife,40,8600
449683,Oregon,husband,48,110000
449683,Oregon,wife,48,15000
449931,Oregon,husband,49,65000
449931,Oregon,wife,50,35000
451157,Washington,husband,39,102840
451157,Washington,wife,39,130000
451570,Washington,husband,57,48000
451570,Washington,wife,55,24000
452195,Oregon,husband,58,75000
452195,Oregon,wife,56,77000
454155,Oregon,husband,35,41200
454155,Oregon,wife,35,82000
454462,Oregon,husband,41,85500
454462,Oregon,wife,40,190700
455442,Washington,husband,42,17100
455442,Washington,wife,44,105000
455613,Washington,husband,35,63000
455613,Washington,wife,32,55000
455834,Oregon,husband,42,40000
455834,Oregon,wife,41,16000
458069,Oregon,husband,53,80000
458069,Oregon,wife,49,0
459298,Oregon,husband,67,18000
459298,Oregon,wife,64,16400
460632,Washington,husband,76,44800
460632,Washington,wife,76,24900
460843,Oregon,husband,42,10000
460843,Oregon,wife,43,22000
461273,Oregon,husband,32,35800
461273,Oregon,wife,31,12080
461868,Washington,husband,46,58000
461868,Washington,wife,45,106000
462017,Oregon,husband,41,30000
462017,Oregon,wife,40,2400
462690,Oregon,husband,43,58000
462690,Oregon,wife,35,60000
464169,Washington,husband,48,48000
464169,Washington,wife,47,4000
464775,Oregon,husband,41,0
464775,Oregon,wife,40,24000
465888,Washington,husband,61,54000
465888,Washington,wife,63,3480
465953,Oregon,husband,77,14130
465953,Oregon,wife,72,9600
466103,Washington,husband,36,37500
466103,Washington,wife,33,27000
466178,Washington,husband,61,49000
466178,Washington,wife,53,40000
466364,Washington,husband,66,21300
466364,Washington,wife,65,4200
466867,Oregon,husband,53,53000
466867,Oregon,wife,45,0
468739,Washington,husband,68,49000
468739,Washington,wife,64,27000
468774,Washington,husband,79,20900
468774,Washington,wife,77,15800
469308,Oregon,husband,76,78000
469308,Oregon,wife,61,7500
469533,Washington,husband,68,35200
469533,Washington,wife,69,9700
471179,Oregon,husband,68,29000
471179,Oregon,wife,65,16100
471428,Oregon,husband,41,100000
471428,Oregon,wife,43,60000
471619,Oregon,husband,36,66000
471619,Oregon,wife,33,40000
471707,Washington,husband,39,22600
471707,Washington,wife,39,25000
474038,Oregon,husband,74,44400
474038,Oregon,wife,70,8600
475271,Oregon,husband,75,87000
475271,Oregon,wife,76,0
475311,Washington,husband,34,60100
475311,Washington,wife,33,48000
475666,Washington,husband,60,73000
475666,Washington,wife,60,0
475806,Oregon,husband,30,80000
475806,Oregon,wife,27,76000
478775,Oregon,husband,54,118000
478775,Oregon,wife,55,91000
479134,Washington,husband,59,251000
479134,Washington,wife,54,165000
479564,Washington,husband,37,36000
479564,Washington,wife,36,0
479785,Oregon,husband,68,22100
479785,Oregon,wife,69,15000
481062,Washington,husband,63,80000
481062,Washington,wife,56,0
481095,Oregon,husband,60,50000
481095,Oregon,wife,58,0
481922,Washington,husband,44,180000
481922,Washington,wife,46,100
482230,Oregon,husband,39,85000
482230,Oregon,wife,38,70000
483091,Washington,husband,43,23000
483091,Washington,wife,42,37000
483402,Washington,husband,32,48000
483402,Washington,wife,32,15600
483861,Oregon,husband,66,236000
483861,Oregon,wife,65,37500
485514,Oregon,husband,84,48000
485514,Oregon,wife,82,0
485558,Oregon,husband,81,49000
485558,Oregon,wife,79,19000
487365,Washington,husband,72,85200
487365,Washington,wife,72,39900
490005,Oregon,husband,66,70000
490005,Oregon,wife,51,29400
490234,Washington,husband,64,88000
490234,Washington,wife,61,51000
490727,Oregon,husband,42,95000
490727,Oregon,wife,42,80000
491039,Oregon,husband,66,8800
491039,Oregon,wife,59,8800
492935,Washington,husband,47,50000
492935,Washington,wife,46,74000
493486,Oregon,husband,62,10000
493486,Oregon,wife,63,68000
493819,Washington,husband,59,50000
493819,Washington,wife,62,0
494606,Washington,husband,27,57000
494606,Washington,wife,27,57000
494846,Washington,husband,60,13100
494846,Washington,wife,52,33601
495099,Oregon,husband,65,56000
495099,Oregon,wife,63,43200
496321,Washington,husband,64,45000
496321,Washington,wife,60,82200
497627,Washington,husband,54,15000
497627,Washington,wife,53,25000
498414,Oregon,husband,48,112000
498414,Oregon,wife,49,52000
498604,Washington,husband,54,66000
498604,Washington,wife,43,36000
498646,Oregon,husband,72,22300
498646,Oregon,wife,64,8800
498736,Oregon,husband,51,63000
498736,Oregon,wife,50,53000
499510,Washington,husband,37,90000
499510,Washington,wife,37,90000
499622,Oregon,husband,31,15000
499622,Oregon,wife,37,58000
500515,Washington,husband,62,151000
500515,Washington,wife,53,140
500866,Oregon,husband,48,950
500866,Oregon,wife,50,18000
501018,Washington,husband,66,200000
501018,Washington,wife,61,0
502803,Oregon,husband,66,218200
502803,Oregon,wife,44,65000
503513,Washington,husband,33,200000
503513,Washington,wife,38,65200
503721,Washington,husband,25,55000
503721,Washington,wife,27,20000
504054,Oregon,husband,42,36000
504054,Oregon,wife,44,35000
506006,Washington,husband,44,96000
506006,Washington,wife,33,0
506670,Washington,husband,27,40000
506670,Washington,wife,28,0
506730,Oregon,husband,59,28240
506730,Oregon,wife,53,40
507090,Washington,husband,52,120300
507090,Washington,wife,52,0
507531,Oregon,husband,77,17900
507531,Oregon,wife,77,36400
508322,Oregon,husband,39,66000
508322,Oregon,wife,40,38000
508438,Washington,husband,59,47000
508438,Washington,wife,57,70000
509537,Oregon,husband,75,17300
509537,Oregon,wife,73,7800
509565,Washington,husband,94,52900
509565,Washington,wife,86,6300
509745,Washington,husband,50,102000
509745,Washington,wife,50,21000
510733,Oregon,husband,80,14800
510733,Oregon,wife,76,58200
511799,Oregon,husband,56,48000
511799,Oregon,wife,44,35300
512744,Oregon,husband,56,61000
512744,Oregon,wife,54,11000
514559,Oregon,husband,54,50000
514559,Oregon,wife,53,0
514756,Oregon,husband,33,36000
514756,Oregon,wife,36,36400
516704,Washington,husband,47,22000
516704,Washington,wife,39,132000
516713,Washington,husband,60,18000
516713,Washington,wife,40,20000
517142,Washington,husband,62,35600
517142,Washington,wife,62,47500
517366,Oregon,husband,59,17000
517366,Oregon,wife,59,0
517584,Washington,husband,48,49000
517584,Washington,wife,47,0
518653,Washington,husband,43,36000
518653,Washington,wife,42,0
519472,Oregon,husband,57,36000
519472,Oregon,wife,67,20400
520018,Oregon,husband,36,27000
520018,Oregon,wife,40,51600
520300,Washington,husband,34,35000
520300,Washington,wife,33,28000
520473,Oregon,husband,35,34000
520473,Oregon,wife,34,90730
523465,Washington,husband,71,20400
523465,Washington,wife,68,14600
523705,Oregon,husband,35,50000
523705,Oregon,wife,35,38700
524893,Washington,husband,58,50000
524893,Washington,wife,55,30000
529178,Washington,husband,58,60000
529178,Washington,wife,53,19000
529192,Oregon,husband,71,22100
529192,Oregon,wife,58,8300
530526,Oregon,husband,65,104000
530526,Oregon,wife,65,4
530779,Oregon,husband,67,48300
530779,Oregon,wife,68,45500
531641,Washington,husband,44,25000
531641,Washington,wife,45,0
531865,Oregon,husband,41,15000
531865,Oregon,wife,45,50000
532060,Washington,husband,45,172000
532060,Washington,wife,45,0
532973,Oregon,husband,35,70000
532973,Oregon,wife,32,0
533144,Washington,husband,32,54000
533144,Washington,wife,30,40000
533357,Oregon,husband,61,85000
533357,Oregon,wife,62,48000
534365,Oregon,husband,39,27000
534365,Oregon,wife,40,67000
535261,Washington,husband,35,112400
535261,Washington,wife,34,50000
535336,Oregon,husband,36,18200
535336,Oregon,wife,35,0
535644,Washington,husband,61,150000
535644,Washington,wife,60,120000
535713,Washington,husband,72,102700
535713,Washington,wife,66,34300
536241,Oregon,husband,88,56200
536241,Oregon,wife,77,5600
537818,Washington,husband,45,127800
537818,Washington,wife,52,10000
537915,Oregon,husband,64,1000
537915,Oregon,wife,71,7200
539583,Washington,husband,73,248000
539583,Washington,wife,74,44000
540119,Oregon,husband,42,55000
540119,Oregon,wife,35,57000
541139,Oregon,husband,46,90000
541139,Oregon,wife,39,0
541286,Washington,husband,72,135200
541286,Washington,wife,70,5700
541803,Oregon,husband,27,6000
541803,Oregon,wife,35,1
542032,Oregon,husband,64,19800
542032,Oregon,wife,61,22800
543704,Oregon,husband,27,18000
543704,Oregon,wife,27,40000
543902,Washington,husband,25,23000
543902,Washington,wife,23,0
544661,Oregon,husband,41,50000
544661,Oregon,wife,38,30000
545014,Oregon,husband,65,70000
545014,Oregon,wife,68,6400
547070,Washington,husband,37,79000
547070,Washington,wife,35,45000
548445,Washington,husband,55,80000
548445,Washington,wife,55,50000
550847,Washington,husband,57,31000
550847,Washington,wife,58,31000
551252,Oregon,husband,30,20000
551252,Oregon,wife,25,11000
551279,Oregon,husband,44,16000
551279,Oregon,wife,60,42000
551620,Washington,husband,40,149000
551620,Washington,wife,28,29900
552797,Washington,husband,67,294500
552797,Washington,wife,66,10300
553165,Oregon,husband,44,150000
553165,Oregon,wife,40,150000
553933,Oregon,husband,48,78000
553933,Oregon,wife,47,67000
554037,Washington,husband,64,104000
554037,Washington,wife,50,8000
554652,Washington,husband,58,11600
554652,Washington,wife,63,25900
555059,Washington,husband,38,101400
555059,Washington,wife,41,30000
556175,Oregon,husband,37,14500
556175,Oregon,wife,48,0
557119,Washington,husband,53,40000
557119,Washington,wife,48,0
557354,Washington,husband,74,54500
557354,Washington,wife,71,16500
558309,Washington,husband,61,65000
558309,Washington,wife,60,8600
559523,Oregon,husband,74,16500
559523,Oregon,wife,67,24800
560382,Washington,husband,72,20800
560382,Washington,wife,67,10700
560660,Washington,husband,51,101500
560660,Washington,wife,54,3000
561190,Washington,husband,50,100000
561190,Washington,wife,46,27000
561806,Oregon,husband,54,180000
561806,Oregon,wife,54,0
564478,Washington,husband,53,175000
564478,Washington,wife,49,20
564780,Oregon,husband,45,80000
564780,Oregon,wife,44,135000
564799,Washington,husband,52,100000
564799,Washington,wife,59,60000
566682,Oregon,husband,59,7400
566682,Oregon,wife,55,16400
566694,Oregon,husband,81,24600
566694,Oregon,wife,77,6300
567206,Oregon,husband,47,11800
567206,Oregon,wife,49,66000
567626,Washington,husband,44,195000
567626,Washington,wife,41,0
567718,Oregon,husband,35,28000
567718,Oregon,wife,40,20900
567818,Washington,husband,46,30000
567818,Washington,wife,48,24000
568112,Oregon,husband,49,68000
568112,Oregon,wife,41,35600
568470,Oregon,husband,54,106000
568470,Oregon,wife,55,106000
568502,Washington,husband,74,0
568502,Washington,wife,73,17000
568532,Oregon,husband,46,416000
568532,Oregon,wife,41,80
568723,Washington,husband,66,42001
568723,Washington,wife,62,40000
568819,Oregon,husband,60,39190
568819,Oregon,wife,58,13400
570017,Oregon,husband,48,30000
570017,Oregon,wife,48,0
570357,Oregon,husband,56,66500
570357,Oregon,wife,62,63500
570482,Washington,husband,55,228000
570482,Washington,wife,56,0
571347,Oregon,husband,62,70000
571347,Oregon,wife,61,0
575686,Washington,husband,41,56000
575686,Washington,wife,46,5000
575724,Oregon,husband,27,130000
575724,Oregon,wife,25,0
576059,Oregon,husband,52,11000
576059,Oregon,wife,50,20000
576411,Washington,husband,64,20000
576411,Washington,wife,75,18000
576615,Washington,husband,68,73100
576615,Washington,wife,67,27600
576927,Oregon,husband,68,25600
576927,Oregon,wife,62,8000
578658,Oregon,husband,36,50000
578658,Oregon,wife,34,0
580327,Washington,husband,39,130000
580327,Washington,wife,40,25000
581096,Oregon,husband,68,98000
581096,Oregon,wife,65,89200
581343,Washington,husband,36,96000
581343,Washington,wife,35,44000
581822,Washington,husband,36,80000
581822,Washington,wife,33,0
581844,Oregon,husband,59,48200
581844,Oregon,wife,62,400
582201,Oregon,husband,48,70000
582201,Oregon,wife,50,20000
582511,Washington,husband,59,90000
582511,Washington,wife,56,201000
582837,Washington,husband,57,80000
582837,Washington,wife,52,35000
584557,Washington,husband,45,516800
584557,Washington,wife,38,0
585355,Oregon,husband,76,25600
585355,Oregon,wife,69,160800
585424,Washington,husband,26,39900
585424,Washington,wife,26,3600
585705,Oregon,husband,54,32400
585705,Oregon,wife,68,7700
586139,Oregon,husband,75,20110
586139,Oregon,wife,75,7500
586852,Oregon,husband,28,38500
586852,Oregon,wife,24,41000
587505,Oregon,husband,29,60000
587505,Oregon,wife,26,0
587791,Washington,husband,61,108000
587791,Washington,wife,62,6300
588705,Oregon,husband,40,120000
588705,Oregon,wife,41,65000
589581,Washington,husband,40,149000
589581,Washington,wife,40,61000
590072,Oregon,husband,45,12000
590072,Oregon,wife,39,90000
590478,Washington,husband,31,68000
590478,Washington,wife,35,14000
591262,Washington,husband,75,74000
591262,Washington,wife,72,9700
591485,Oregon,husband,61,107600
591485,Oregon,wife,62,34000
593910,Oregon,husband,54,100000
593910,Oregon,wife,44,60000
594220,Washington,husband,51,4
594220,Washington,wife,42,53000
594297,Oregon,husband,80,38200
594297,Oregon,wife,75,10400
594655,Washington,husband,69,80000
594655,Washington,wife,73,10300
595320,Oregon,husband,77,53900
595320,Oregon,wife,69,24900
595435,Washington,husband,77,31200
595435,Washington,wife,53,118000
596679,Oregon,husband,66,57000
596679,Oregon,wife,66,15900
597464,Washington,husband,66,67400
597464,Washington,wife,63,32300
598557,Oregon,husband,81,9000
598557,Oregon,wife,72,25500
598863,Oregon,husband,65,113900
598863,Oregon,wife,73,71700
600281,Washington,husband,55,63000
600281,Washington,wife,55,30900
600862,Washington,husband,44,65000
600862,Washington,wife,41,0
601939,Washington,husband,67,29000
601939,Washington,wife,65,33700
603794,Washington,husband,68,91400
603794,Washington,wife,76,34200
604319,Oregon,husband,82,12000
604319,Oregon,wife,84,20500
605248,Washington,husband,50,50000
605248,Washington,wife,58,0
605817,Washington,husband,75,135200
605817,Washington,wife,71,22000
607418,Washington,husband,37,91020
607418,Washington,wife,45,91520
607618,Oregon,husband,55,75000
607618,Oregon,wife,48,39600
607668,Washington,husband,40,27000
607668,Washington,wife,41,26400
608284,Oregon,husband,47,406000
608284,Oregon,wife,47,4
609003,Washington,husband,36,39500
609003,Washington,wife,37,6000
610141,Oregon,husband,31,58000
610141,Oregon,wife,32,7000
610431,Washington,husband,66,232800
610431,Washington,wife,62,20250
610844,Washington,husband,31,87500
610844,Washington,wife,31,65000
610896,Oregon,husband,58,155000
610896,Oregon,wife,59,97400
611263,Oregon,husband,35,12900
611263,Oregon,wife,36,18000
612047,Washington,husband,47,35000
612047,Washington,wife,50,2000
612162,Oregon,husband,49,65000
612162,Oregon,wife,53,40504
612201,Oregon,husband,56,25000
612201,Oregon,wife,65,7500
613956,Oregon,husband,39,37000
613956,Oregon,wife,39,15200
614120,Oregon,husband,37,45000
614120,Oregon,wife,39,0
614361,Washington,husband,62,250300
614361,Washington,wife,62,58000
614973,Oregon,husband,65,24350
614973,Oregon,wife,62,38350
616428,Washington,husband,55,80000
616428,Washington,wife,54,14000
617458,Washington,husband,59,68000
617458,Washington,wife,60,35000
618440,Oregon,husband,44,47200
618440,Oregon,wife,47,40200
618586,Oregon,husband,35,87000
618586,Oregon,wife,35,1000
618868,Washington,husband,55,82000
618868,Washington,wife,53,60000
619505,Oregon,husband,57,125000
619505,Oregon,wife,55,0
619808,Oregon,husband,76,90000
619808,Oregon,wife,69,0
620640,Oregon,husband,47,202500
620640,Oregon,wife,44,170000
621163,Oregon,husband,31,24000
621163,Oregon,wife,33,4500
621384,Oregon,husband,76,33900
621384,Oregon,wife,70,24500
622122,Oregon,husband,86,18500
622122,Oregon,wife,77,7400
622302,Oregon,husband,39,80000
622302,Oregon,wife,43,20000
622448,Washington,husband,45,54000
622448,Washington,wife,38,0
623923,Oregon,husband,46,5000
623923,Oregon,wife,57,55000
625071,Oregon,husband,35,85000
625071,Oregon,wife,35,250
625810,Washington,husband,61,120000
625810,Washington,wife,60,90000
626752,Oregon,husband,63,42000
626752,Oregon,wife,40,43000
628580,Washington,husband,79,242400
628580,Washington,wife,72,5800
629132,Washington,husband,36,108600
629132,Washington,wife,32,2900
629368,Oregon,husband,70,24600
629368,Oregon,wife,69,9000
629926,Washington,husband,42,96000
629926,Washington,wife,41,3500
630186,Oregon,husband,65,35500
630186,Oregon,wife,62,0
630471,Washington,husband,49,0
630471,Washington,wife,48,21100
631538,Washington,husband,45,150000
631538,Washington,wife,44,35000
631677,Washington,husband,35,11100
631677,Washington,wife,38,18200
633628,Oregon,husband,58,38000
633628,Oregon,wife,51,20000
633706,Washington,husband,53,82000
633706,Washington,wife,42,12000
633887,Washington,husband,57,50000
633887,Washington,wife,52,65000
637892,Washington,husband,86,25280
637892,Washington,wife,83,6500
638211,Oregon,husband,66,39700
638211,Oregon,wife,64,25520
638303,Oregon,husband,75,124400
638303,Oregon,wife,54,0
638395,Washington,husband,56,20000
638395,Washington,wife,56,25000
638536,Washington,husband,51,50000
638536,Washington,wife,54,11600
638878,Washington,husband,62,6000
638878,Washington,wife,61,6300
639801,Oregon,husband,86,35000
639801,Oregon,wife,81,13000
642077,Oregon,husband,44,26000
642077,Oregon,wife,37,7800
642659,Washington,husband,39,45000
642659,Washington,wife,31,3000
643704,Oregon,husband,65,41200
643704,Oregon,wife,65,24500
644510,Oregon,husband,66,39700
644510,Oregon,wife,66,9200
645236,Oregon,husband,47,96000
645236,Oregon,wife,39,36000
645832,Washington,husband,37,66800
645832,Washington,wife,36,0
646222,Oregon,husband,44,20170
646222,Oregon,wife,45,14400
646894,Washington,husband,64,18300
646894,Washington,wife,65,80000
647710,Oregon,husband,33,100000
647710,Oregon,wife,32,0
649152,Washington,husband,21,17000
649152,Washington,wife,21,15000
649990,Washington,husband,50,125000
649990,Washington,wife,51,92000
650485,Oregon,husband,73,58600
650485,Oregon,wife,73,35600
650713,Washington,husband,69,39600
650713,Washington,wife,68,7001
651086,Oregon,husband,62,130000
651086,Oregon,wife,58,0
653463,Washington,husband,51,126000
653463,Washington,wife,46,68000
654224,Washington,husband,69,90100
654224,Washington,wife,65,90100
654916,Washington,husband,75,40800
654916,Washington,wife,72,7020
655745,Washington,husband,48,38600
655745,Washington,wife,48,32000
655819,Washington,husband,65,78400
655819,Washington,wife,54,81000
657209,Washington,husband,54,8000
657209,Washington,wife,55,56000
657363,Washington,husband,39,467000
657363,Washington,wife,40,22000
657700,Oregon,husband,38,90000
657700,Oregon,wife,33,10000
658571,Oregon,husband,61,205000
658571,Oregon,wife,58,15000
659136,Washington,husband,75,264000
659136,Washington,wife,70,0
663696,Oregon,husband,61,27000
663696,Oregon,wife,59,74000
668189,Washington,husband,58,100000
668189,Washington,wife,61,30000
668390,Oregon,husband,87,15200
668390,Oregon,wife,84,20300
668392,Oregon,husband,40,72000
668392,Oregon,wife,43,0
668990,Washington,husband,55,60600
668990,Washington,wife,50,70000
670231,Washington,husband,45,30000
670231,Washington,wife,46,0
670441,Washington,husband,54,57300
670441,Washington,wife,55,64600
672771,Washington,husband,66,50000
672771,Washington,wife,55,110300
673870,Oregon,husband,37,406000
673870,Oregon,wife,35,98000
673988,Oregon,husband,44,45800
673988,Oregon,wife,43,39500
674227,Washington,husband,48,8800
674227,Washington,wife,46,14000
674729,Oregon,husband,43,191000
674729,Oregon,wife,44,68000
674959,Oregon,husband,67,36330
674959,Oregon,wife,67,23550
675203,Oregon,husband,58,150000
675203,Oregon,wife,48,20800
675666,Washington,husband,43,66000
675666,Washington,wife,41,26000
676109,Washington,husband,75,90000
676109,Washington,wife,74,21600
677641,Oregon,husband,58,44500
677641,Oregon,wife,57,38000
678216,Washington,husband,55,65000
678216,Washington,wife,53,0
680596,Oregon,husband,46,125000
680596,Oregon,wife,46,70000
682122,Washington,husband,32,22000
682122,Washington,wife,39,20000
682888,Oregon,husband,34,107000
682888,Oregon,wife,33,130
684737,Washington,husband,46,261000
684737,Washington,wife,48,3000
684851,Oregon,husband,50,3000
684851,Oregon,wife,46,80000
684916,Oregon,husband,44,406000
684916,Oregon,wife,42,0
685122,Washington,husband,42,468000
685122,Washington,wife,40,36000
686357,Washington,husband,58,200
686357,Washington,wife,51,0
686811,Oregon,husband,70,55000
686811,Oregon,wife,57,24900
686838,Oregon,husband,72,205000
686838,Oregon,wife,64,3400
687776,Oregon,husband,49,0
687776,Oregon,wife,47,23000
688005,Oregon,husband,34,35000
688005,Oregon,wife,36,15000
688095,Washington,husband,61,87000
688095,Washington,wife,62,15800
689214,Oregon,husband,56,55000
689214,Oregon,wife,60,0
689885,Washington,husband,55,158900
689885,Washington,wife,47,24000
690894,Washington,husband,56,24300
690894,Washington,wife,56,20000
691014,Oregon,husband,45,54000
691014,Oregon,wife,42,40000
691472,Washington,husband,46,24000
691472,Washington,wife,44,20000
691578,Washington,husband,35,24000
691578,Washington,wife,31,30000
691919,Washington,husband,39,41200
691919,Washington,wife,36,0
692997,Oregon,husband,68,67600
692997,Oregon,wife,68,10000
693330,Oregon,husband,46,120000
693330,Oregon,wife,45,0
