household_id,state,person,age,total_income
694892,Oregon,husband,43,14600
694892,Oregon,wife,42,51000
695358,Washington,husband,58,228000
695358,Washington,wife,57,0
695776,Oregon,husband,73,60000
695776,Oregon,wife,70,27000
695996,Oregon,husband,78,19800
695996,Oregon,wife,81,12100
696409,Washington,husband,57,79200
696409,Washington,wife,54,9000
697238,Oregon,husband,44,6000
697238,Oregon,wife,35,83000
697874,Oregon,husband,30,48000
697874,Oregon,wife,37,14000
699123,Washington,husband,48,220000
699123,Washington,wife,46,90000
699426,Washington,husband,54,130000
699426,Washington,wife,38,15000
700178,Washington,husband,29,61000
700178,Washington,wife,29,36000
700264,Oregon,husband,56,34000
700264,Oregon,wife,54,41000
701360,Washington,husband,57,60000
701360,Washington,wife,58,90000
702503,Washington,husband,75,6600
702503,Washington,wife,73,6600
702566,Oregon,husband,67,88000
702566,Oregon,wife,68,12000
703264,Oregon,husband,65,72800
703264,Oregon,wife,61,25500
703921,Washington,husband,72,305000
703921,Washington,wife,69,10000
704144,Washington,husband,43,75000
704144,Washington,wife,38,17000
704430,Oregon,husband,47,35200
704430,Oregon,wife,48,0
704586,Washington,husband,68,54000
704586,Washington,wife,66,10200
705391,Washington,husband,58,105000
705391,Washington,wife,62,0
705412,Oregon,husband,59,32000
705412,Oregon,wife,54,41000
705878,Oregon,husband,42,70500
705878,Oregon,wife,43,65000
707347,Oregon,husband,61,81400
707347,Oregon,wife,65,3100
708664,Washington,husband,46,0
708664,Washington,wife,46,70000
708870,Oregon,husband,61,15000
708870,Oregon,wife,61,285000
709759,Washington,husband,37,120001
709759,Washington,wife,37,34500
710107,Oregon,husband,62,49500
710107,Oregon,wife,59,0
710607,Washington,husband,39,80000
710607,Washington,wife,35,79600
710890,Oregon,husband,36,55000
710890,Oregon,wife,34,30000
710960,Oregon,husband,56,10000
710960,Oregon,wife,51,0
711223,Oregon,husband,64,12320
711223,Oregon,wife,64,31400
711656,Washington,husband,85,149200
711656,Washington,wife,84,0
713465,Washington,husband,83,17400
713465,Washington,wife,77,7200
714576,Washington,husband,59,25000
714576,Washington,wife,54,40350
714634,Washington,husband,46,58000
714634,Washington,wife,38,46000
715026,Washington,husband,78,11100
715026,Washington,wife,71,11300
715532,Oregon,husband,44,60010
715532,Oregon,wife,43,58010
716020,Oregon,husband,53,408000
716020,Oregon,wife,47,3000
717305,Oregon,husband,67,16004
717305,Oregon,wife,65,31800
718734,Washington,husband,61,129800
718734,Washington,wife,63,40000
718820,Washington,husband,71,32100
718820,Washington,wife,69,16900
720685,Washington,husband,52,80000
720685,Washington,wife,48,120000
720835,Washington,husband,63,75900
720835,Washington,wife,54,17000
721480,Oregon,husband,78,16300
721480,Oregon,wife,77,26210
723503,Oregon,husband,27,35000
723503,Oregon,wife,28,30000
725086,Washington,husband,85,22000
725086,Washington,wife,77,12150
725254,Oregon,husband,58,180000
725254,Oregon,wife,53,20000
725593,Washington,husband,44,41000
725593,Washington,wife,45,59000
726438,Washington,husband,43,60000
726438,Washington,wife,42,18000
727506,Washington,husband,54,25000
727506,Washington,wife,54,45000
728166,Washington,husband,85,19200
728166,Washington,wife,76,17300
728637,Washington,husband,58,14900
728637,Washington,wife,65,55910
728897,Oregon,husband,46,38000
728897,Oregon,wife,33,27800
732445,Washington,husband,64,0
732445,Washington,wife,52,95000
734038,Washington,husband,53,125000
734038,Washington,wife,30,0
735259,Oregon,husband,62,50000
735259,Oregon,wife,64,9600
735579,Oregon,husband,49,0
735579,Oregon,wife,50,18000
736329,Oregon,husband,53,76000
736329,Oregon,wife,55,0
736514,Oregon,husband,86,25500
736514,Oregon,wife,66,16600
736610,Washington,husband,48,350
736610,Washington,wife,57,43000
736784,Washington,husband,66,90200
736784,Washington,wife,67,18600
737169,Oregon,husband,48,60000
737169,Oregon,wife,47,10500
737535,Oregon,husband,43,60000
737535,Oregon,wife,40,35000
738195,Washington,husband,39,60000
738195,Washington,wife,33,65000
739799,Oregon,husband,36,80300
739799,Oregon,wife,34,35000
741972,Washington,husband,62,40000
741972,Washington,wife,60,38000
742058,Oregon,husband,47,95000
742058,Oregon,wife,40,0
742316,Washington,husband,48,0
742316,Washington,wife,47,234400
743208,Oregon,husband,74,100200
743208,Oregon,wife,71,0
743492,Washington,husband,23,24000
743492,Washington,wife,20,0
745720,Washington,husband,79,25800
745720,Washington,wife,75,10000
745998,Oregon,husband,58,60000
745998,Oregon,wife,60,7500
746115,Oregon,husband,68,46800
746115,Oregon,wife,68,15400
746147,Oregon,husband,67,10000
746147,Oregon,wife,57,92000
746830,Oregon,husband,42,56000
746830,Oregon,wife,42,36000
747606,Washington,husband,77,68800
747606,Washington,wife,71,8700
750182,Oregon,husband,37,38004
750182,Oregon,wife,38,52000
751294,Oregon,husband,36,152000
751294,Oregon,wife,34,75000
751542,Washington,husband,62,99000
751542,Washington,wife,59,0
752749,Oregon,husband,60,407100
752749,Oregon,wife,53,3100
753771,Washington,husband,31,42000
753771,Washington,wife,34,52000
755597,Washington,husband,44,90000
755597,Washington,wife,41,0
755860,Oregon,husband,39,100000
755860,Oregon,wife,36,46000
755897,Washington,husband,63,0
755897,Washington,wife,49,101000
756076,Washington,husband,34,21000
756076,Washington,wife,33,0
757323,Oregon,husband,51,50000
757323,Oregon,wife,50,22000
757718,Oregon,husband,54,30000
757718,Oregon,wife,53,59000
758101,Oregon,husband,41,4500
758101,Oregon,wife,37,20500
758856,Oregon,husband,32,62000
758856,Oregon,wife,31,0
758955,Washington,husband,66,144400
758955,Washington,wife,66,19400
758963,Oregon,husband,55,3000
758963,Oregon,wife,52,7000
760239,Oregon,husband,62,88000
760239,Oregon,wife,61,20400
760364,Oregon,husband,38,89000
760364,Oregon,wife,36,0
760682,Washington,husband,30,48000
760682,Washington,wife,31,3300
761790,Washington,husband,55,46800
761790,Washington,wife,55,7300
762843,Washington,husband,80,15000
762843,Washington,wife,78,15500
762847,Washington,husband,47,48000
762847,Washington,wife,42,9600
762863,Oregon,husband,66,37000
762863,Oregon,wife,65,26700
763470,Washington,husband,57,106000
763470,Washington,wife,56,55000
764232,Oregon,husband,62,69700
764232,Oregon,wife,58,26700
765030,Washington,husband,74,35500
765030,Washington,wife,73,7200
767147,Washington,husband,88,37100
767147,Washington,wife,89,10800
767345,Oregon,husband,45,0
767345,Oregon,wife,36,0
767780,Oregon,husband,51,135500
767780,Oregon,wife,39,12400
767979,Washington,husband,47,120000
767979,Washington,wife,47,100000
768242,Oregon,husband,42,50000
768242,Oregon,wife,41,55000
769247,Oregon,husband,62,59000
769247,Oregon,wife,62,6040
769264,Washington,husband,69,70200
769264,Washington,wife,63,0
769750,Oregon,husband,48,407200
769750,Oregon,wife,38,8000
769896,Oregon,husband,49,80000
769896,Oregon,wife,49,110000
771453,Oregon,husband,70,43500
771453,Oregon,wife,59,0
771861,Washington,husband,33,70000
771861,Washington,wife,30,50000
772419,Washington,husband,68,12000
772419,Washington,wife,68,10400
772831,Oregon,husband,32,99000
772831,Oregon,wife,32,120000
773885,Oregon,husband,53,111000
773885,Oregon,wife,38,110000
774131,Oregon,husband,74,36600
774131,Oregon,wife,70,7300
774444,Oregon,husband,72,7300
774444,Oregon,wife,67,7300
775895,Washington,husband,39,35000
775895,Washington,wife,30,25000
775905,Washington,husband,25,36000
775905,Washington,wife,26,33000
776046,Oregon,husband,43,11600
776046,Oregon,wife,46,24000
778450,Oregon,husband,33,43500
778450,Oregon,wife,40,47000
778533,Oregon,husband,37,46200
778533,Oregon,wife,34,20000
779692,Oregon,husband,44,70000
779692,Oregon,wife,44,43000
782788,Oregon,husband,31,43000
782788,Oregon,wife,30,90000
785118,Washington,husband,48,20000
785118,Washington,wife,46,150000
785985,Oregon,husband,39,135000
785985,Oregon,wife,39,30000
786758,Washington,husband,51,95000
786758,Washington,wife,53,82000
787227,Oregon,husband,54,38000
787227,Oregon,wife,54,12500
789002,Oregon,husband,49,50000
789002,Oregon,wife,42,30000
789253,Washington,husband,38,30000
789253,Washington,wife,42,10000
789606,Washington,husband,67,102000
789606,Washington,wife,65,8450
790544,Oregon,husband,39,40000
790544,Oregon,wife,39,10000
791551,Oregon,husband,58,170000
791551,Oregon,wife,58,450
792349,Washington,husband,56,60000
792349,Washington,wife,55,0
792658,Washington,husband,57,175000
792658,Washington,wife,43,23400
793319,Washington,husband,78,40400
793319,Washington,wife,78,9050
793358,Washington,husband,66,61800
793358,Washington,wife,58,0
793374,Washington,husband,72,166800
793374,Washington,wife,72,0
794391,Oregon,husband,43,95000
794391,Oregon,wife,42,130000
795094,Washington,husband,38,40000
795094,Washington,wife,36,0
796240,Washington,husband,42,94000
796240,Washington,wife,39,0
796490,Washington,husband,60,35000
796490,Washington,wife,59,240000
797056,Washington,husband,70,42600
797056,Washington,wife,70,15900
797234,Oregon,husband,49,200000
797234,Oregon,wife,45,63000
797413,Washington,husband,68,108900
797413,Washington,wife,66,30600
797788,Oregon,husband,48,0
797788,Oregon,wife,45,461000
797789,Washington,husband,67,134000
797789,Washington,wife,55,72000
799065,Washington,husband,62,-1000
799065,Washington,wife,60,36000
799175,Washington,husband,82,46200
799175,Washington,wife,73,9600
799176,Oregon,husband,32,100000
799176,Oregon,wife,32,0
799748,Washington,husband,45,50000
799748,Washington,wife,41,100000
800620,Oregon,husband,56,16200
800620,Oregon,wife,51,17000
801453,Oregon,husband,72,23000
801453,Oregon,wife,59,81000
802355,Oregon,husband,49,26000
802355,Oregon,wife,52,70000
802590,Oregon,husband,47,205000
802590,Oregon,wife,48,0
803018,Oregon,husband,50,53000
803018,Oregon,wife,50,45600
803201,Oregon,husband,69,39000
803201,Oregon,wife,55,6900
804032,Oregon,husband,56,48620
804032,Oregon,wife,51,46530
804250,Oregon,husband,68,34200
804250,Oregon,wife,68,23000
806621,Oregon,husband,68,63500
806621,Oregon,wife,68,18400
806667,Oregon,husband,28,26000
806667,Oregon,wife,24,0
806917,Oregon,husband,61,72000
806917,Oregon,wife,60,75000
807391,Washington,husband,68,35000
807391,Washington,wife,65,41000
807744,Washington,husband,58,110000
807744,Washington,wife,61,15000
808148,Oregon,husband,71,37400
808148,Oregon,wife,53,7000
808804,Washington,husband,46,0
808804,Washington,wife,53,467000
809368,Oregon,husband,68,78320
809368,Oregon,wife,65,89480
810075,Washington,husband,73,36600
810075,Washington,wife,73,14200
811139,Oregon,husband,79,15850
811139,Oregon,wife,75,6600
811715,Washington,husband,66,89200
811715,Washington,wife,64,340
811858,Oregon,husband,44,175000
811858,Oregon,wife,32,1500
812422,Washington,husband,65,158500
812422,Washington,wife,62,0
813182,Oregon,husband,48,0
813182,Oregon,wife,41,47700
814140,Washington,husband,47,92300
814140,Washington,wife,44,39500
814755,Oregon,husband,72,26900
814755,Oregon,wife,72,12800
814834,Oregon,husband,72,29500
814834,Oregon,wife,72,12100
816371,Washington,husband,46,30500
816371,Washington,wife,53,46730
817921,Oregon,husband,59,86500
817921,Oregon,wife,64,21200
817981,Oregon,husband,71,15000
817981,Oregon,wife,69,14000
819161,Washington,husband,37,60000
819161,Washington,wife,39,46000
819798,Oregon,husband,43,54000
819798,Oregon,wife,40,92000
819886,Oregon,husband,54,48000
819886,Oregon,wife,42,53000
821011,Oregon,husband,68,15600
821011,Oregon,wife,57,36000
821662,Washington,husband,48,83000
821662,Washington,wife,45,0
822562,Oregon,husband,76,20500
822562,Oregon,wife,76,56000
823209,Washington,husband,63,10600
823209,Washington,wife,41,21400
823479,Washington,husband,94,23200
823479,Washington,wife,86,10400
823702,Oregon,husband,44,98000
823702,Oregon,wife,45,68000
824921,Oregon,husband,47,62600
824921,Oregon,wife,47,4600
826032,Washington,husband,72,64800
826032,Washington,wife,67,15600
826130,Oregon,husband,58,48200
826130,Oregon,wife,52,0
827034,Washington,husband,79,50400
827034,Washington,wife,73,0
827219,Oregon,husband,67,39900
827219,Oregon,wife,66,15300
828668,Oregon,husband,66,20000
828668,Oregon,wife,63,43410
828686,Oregon,husband,31,73000
828686,Oregon,wife,30,130000
828747,Washington,husband,39,130000
828747,Washington,wife,38,50000
830646,Oregon,husband,40,123000
830646,Oregon,wife,40,0
831556,Oregon,husband,45,120000
831556,Oregon,wife,45,12000
831852,Oregon,husband,58,66000
831852,Oregon,wife,58,204000
832610,Oregon,husband,66,18000
832610,Oregon,wife,63,60000
834790,Oregon,husband,64,18500
834790,Oregon,wife,50,70010
835095,Oregon,husband,48,63600
835095,Oregon,wife,60,32000
837076,Oregon,husband,44,63000
837076,Oregon,wife,43,0
838315,Washington,husband,66,19400
838315,Washington,wife,67,27600
839287,Washington,husband,36,36000
839287,Washington,wife,31,0
839901,Washington,husband,57,1700
839901,Washington,wife,47,80000
840177,Oregon,husband,64,55500
840177,Oregon,wife,63,24400
840984,Oregon,husband,79,33400
840984,Oregon,wife,73,18100
841075,Washington,husband,36,48000
841075,Washington,wife,34,13000
841655,Washington,husband,34,28600
841655,Washington,wife,27,0
842482,Washington,husband,59,120000
842482,Washington,wife,61,5700
843542,Washington,husband,47,26240
843542,Washington,wife,39,0
844824,Washington,husband,46,35000
844824,Washington,wife,42,6000
844956,Oregon,husband,38,150020
844956,Oregon,wife,35,0
846143,Washington,husband,27,28000
846143,Washington,wife,25,30000
847002,Oregon,husband,57,9600
847002,Oregon,wife,45,7000
847381,Oregon,husband,42,30200
847381,Oregon,wife,35,0
849930,Oregon,husband,69,30620
849930,Oregon,wife,66,16200
851979,Washington,husband,37,45000
851979,Washington,wife,35,0
852522,Oregon,husband,53,130000
852522,Oregon,wife,54,15000
852711,Washington,husband,66,30000
852711,Washington,wife,64,0
852834,Washington,husband,48,175000
852834,Washington,wife,44,0
854647,Washington,husband,64,63000
854647,Washington,wife,57,2500
854796,Oregon,husband,73,29500
854796,Oregon,wife,73,25300
854834,Washington,husband,42,2200
854834,Washington,wife,39,420
857055,Oregon,husband,55,60200
857055,Oregon,wife,38,45500
858615,Washington,husband,49,60800
858615,Washington,wife,36,28200
859849,Oregon,husband,38,104000
859849,Oregon,wife,35,0
860855,Oregon,husband,61,255000
860855,Oregon,wife,60,14500
862412,Washington,husband,30,160000
862412,Washington,wife,27,0
862451,Oregon,husband,65,42000
862451,Oregon,wife,65,10300
864250,Oregon,husband,49,67000
864250,Oregon,wife,43,35000
864327,Oregon,husband,34,49500
864327,Oregon,wife,42,240
865394,Washington,husband,73,21100
865394,Washington,wife,69,14800
867244,Washington,husband,57,22000
867244,Washington,wife,50,58000
869075,Oregon,husband,70,14400
869075,Oregon,wife,69,6800
869327,Washington,husband,45,25000
869327,Washington,wife,42,48000
869534,Oregon,husband,76,24000
869534,Oregon,wife,75,12000
869802,Oregon,husband,40,15000
869802,Oregon,wife,35,0
870241,Washington,husband,59,55000
870241,Washington,wife,55,42000
870561,Oregon,husband,51,51000
870561,Oregon,wife,46,50000
870963,Oregon,husband,59,52000
870963,Oregon,wife,57,23400
871793,Washington,husband,36,41800
871793,Washington,wife,32,13300
871885,Oregon,husband,52,406000
871885,Oregon,wife,64,21800
872030,Oregon,husband,57,81000
872030,Oregon,wife,57,45000
872332,Washington,husband,65,39300
872332,Washington,wife,62,0
872874,Oregon,husband,80,17000
872874,Oregon,wife,74,6000
873202,Oregon,husband,65,33800
873202,Oregon,wife,59,0
874487,Oregon,husband,65,74000
874487,Oregon,wife,64,7400
876360,Washington,husband,56,95000
876360,Washington,wife,53,17600
877688,Washington,husband,61,114000
877688,Washington,wife,57,0
879976,Oregon,husband,70,42300
879976,Oregon,wife,69,35000
881752,Oregon,husband,63,14600
881752,Oregon,wife,60,0
882801,Oregon,husband,68,11100
882801,Oregon,wife,69,33200
883451,Washington,husband,65,27100
883451,Washington,wife,72,36800
883894,Oregon,husband,72,26100
883894,Oregon,wife,68,21000
885655,Oregon,husband,59,24000
885655,Oregon,wife,59,0
887495,Oregon,husband,36,12600
887495,Oregon,wife,34,26800
888525,Oregon,husband,68,121500
888525,Oregon,wife,65,15000
890458,Washington,husband,67,112000
890458,Washington,wife,61,20000
890469,Oregon,husband,56,7200
890469,Oregon,wife,54,10000
890786,Washington,husband,51,47200
890786,Washington,wife,49,80900
893369,Oregon,husband,33,74000
893369,Oregon,wife,35,30000
894812,Washington,husband,39,50000
894812,Washington,wife,36,11200
894817,Washington,husband,57,26400
894817,Washington,wife,53,68000
896342,Washington,husband,37,190
896342,Washington,wife,39,73190
896787,Washington,husband,35,12000
896787,Washington,wife,34,0
898849,Oregon,husband,61,35000
898849,Oregon,wife,56,30000
899515,Washington,husband,66,50000
899515,Washington,wife,65,0
899947,Oregon,husband,35,28500
899947,Oregon,wife,35,70000
900209,Washington,husband,32,33000
900209,Washington,wife,33,57000
900262,Washington,husband,67,81400
900262,Washington,wife,68,9500
901461,Oregon,husband,70,57600
901461,Oregon,wife,70,18000
901853,Oregon,husband,72,66000
901853,Oregon,wife,66,12000
904630,Oregon,husband,52,80000
904630,Oregon,wife,51,70000
905128,Washington,husband,66,40000
905128,Washington,wife,47,30000
905410,Washington,husband,27,97000
905410,Washington,wife,27,0
907607,Washington,husband,73,24000
907607,Washington,wife,77,33000
907997,Washington,husband,50,100000
907997,Washington,wife,54,58000
908226,Washington,husband,36,30000
908226,Washington,wife,32,65000
909077,Oregon,husband,45,20000
909077,Oregon,wife,47,5000
909623,Washington,husband,57,85000
909623,Washington,wife,56,36100
911150,Washington,husband,45,185030
911150,Washington,wife,47,75000
911442,Oregon,husband,33,43200
911442,Oregon,wife,33,21600
912635,Washington,husband,47,468500
912635,Washington,wife,35,8000
913470,Washington,husband,58,120000
913470,Washington,wife,59,140000
913842,Oregon,husband,62,37600
913842,Oregon,wife,62,11400
914557,Oregon,husband,53,69000
914557,Oregon,wife,49,37000
914696,Oregon,husband,34,100000
914696,Oregon,wife,38,80000
916574,Washington,husband,35,40000
916574,Washington,wife,35,0
917076,Oregon,husband,69,42670
917076,Oregon,wife,65,32370
917636,Washington,husband,63,124400
917636,Washington,wife,63,23800
918092,Washington,husband,38,91400
918092,Washington,wife,40,30000
918353,Washington,husband,38,46000
918353,Washington,wife,33,43000
918622,Washington,husband,59,13700
918622,Washington,wife,61,46000
919415,Washington,husband,32,65000
919415,Washington,wife,33,6000
919441,Washington,husband,33,13000
919441,Washington,wife,20,0
920761,Washington,husband,53,60000
920761,Washington,wife,58,55000
921032,Washington,husband,64,13300
921032,Washington,wife,56,7100
921096,Oregon,husband,34,58000
921096,Oregon,wife,33,0
921680,Oregon,husband,61,101010
921680,Oregon,wife,67,17900
921889,Washington,husband,82,51720
921889,Washington,wife,81,10400
922258,Oregon,husband,38,60000
922258,Oregon,wife,37,22000
923211,Washington,husband,49,50000
923211,Washington,wife,48,50000
924674,Washington,husband,47,15000
924674,Washington,wife,46,0
925078,Oregon,husband,57,19000
925078,Oregon,wife,54,28000
926171,Washington,husband,35,120000
926171,Washington,wife,37,0
927001,Washington,husband,69,3530
927001,Washington,wife,65,42000
927220,Washington,husband,50,60000
927220,Washington,wife,49,30000
927257,Oregon,husband,52,130000
927257,Oregon,wife,45,75000
927877,Washington,husband,64,80000
927877,Washington,wife,68,73900
928355,Washington,husband,53,60000
928355,Washington,wife,55,17300
928629,Oregon,husband,50,35500
928629,Oregon,wife,48,50000
930267,Washington,husband,67,28000
930267,Washington,wife,68,8000
930451,Washington,husband,48,95000
930451,Washington,wife,52,24000
931135,Washington,husband,47,90000
931135,Washington,wife,46,0
932000,Washington,husband,36,103000
932000,Washington,wife,30,0
932404,Oregon,husband,30,60000
932404,Oregon,wife,29,31500
933173,Washington,husband,29,70000
933173,Washington,wife,28,0
933203,Oregon,husband,65,28900
933203,Oregon,wife,62,17500
933962,Washington,husband,47,19950
933962,Washington,wife,52,100000
933963,Washington,husband,57,75000
933963,Washington,wife,55,32000
934147,Oregon,husband,72,25000
934147,Oregon,wife,67,20500
936994,Oregon,husband,37,35000
936994,Oregon,wife,36,28000
937335,Oregon,husband,46,40000
937335,Oregon,wife,43,40000
937347,Washington,husband,60,100000
937347,Washington,wife,62,95500
938410,Washington,husband,28,68000
938410,Washington,wife,28,14000
939481,Washington,husband,59,74500
939481,Washington,wife,60,17000
939798,Washington,husband,74,74000
939798,Washington,wife,71,19200
940060,Oregon,husband,52,180000
940060,Oregon,wife,35,30000
940207,Washington,husband,49,20000
940207,Washington,wife,43,38000
940349,Oregon,husband,73,408600
940349,Oregon,wife,67,419400
940871,Washington,husband,76,9900
940871,Washington,wife,78,11400
940963,Washington,husband,46,130000
940963,Washington,wife,45,3600
941081,Washington,husband,51,467001
941081,Washington,wife,49,100000
941245,Washington,husband,43,98000
941245,Washington,wife,40,106000
942607,Washington,husband,39,30000
942607,Washington,wife,33,48000
943782,Washington,husband,69,77700
943782,Washington,wife,68,12900
944498,Oregon,husband,43,96000
944498,Oregon,wife,35,32000
944844,Washington,husband,56,80000
944844,Washington,wife,54,100000
947034,Oregon,husband,36,35000
947034,Oregon,wife,35,0
947093,Oregon,husband,66,188000
947093,Oregon,wife,65,6000
949745,Washington,husband,78,26700
949745,Washington,wife,78,15900
950324,Washington,husband,29,68000
950324,Washington,wife,29,3000
950335,Washington,husband,62,55000
950335,Washington,wife,62,135000
950415,Oregon,husband,77,64000
950415,Oregon,wife,81,22400
950990,Washington,husband,74,290300
950990,Washington,wife,73,28500
951831,Washington,husband,56,12000
951831,Washington,wife,50,6000
952153,Oregon,husband,50,28000
952153,Oregon,wife,38,0
952180,Oregon,husband,44,56000
952180,Oregon,wife,40,37000
953341,Oregon,husband,30,26400
953341,Oregon,wife,30,36400
954838,Oregon,husband,82,17100
954838,Oregon,wife,79,6000
954971,Washington,husband,48,35000
954971,Washington,wife,55,42000
955823,Washington,husband,31,13000
955823,Washington,wife,31,44000
955957,Washington,husband,75,50000
955957,Washington,wife,70,10000
956032,Oregon,husband,60,45000
956032,Oregon,wife,60,9000
956053,Oregon,husband,61,108000
956053,Oregon,wife,57,14000
956263,Oregon,husband,35,38000
956263,Oregon,wife,32,48000
956398,Washington,husband,31,60000
956398,Washington,wife,28,0
957559,Washington,husband,53,103020
957559,Washington,wife,56,43030
958124,Washington,husband,57,40000
958124,Washington,wife,57,92000
958354,Washington,husband,30,70000
958354,Washington,wife,28,0
958584,Washington,husband,55,6000
958584,Washington,wife,54,13000
958976,Oregon,husband,57,60800
958976,Oregon,wife,57,11700
959208,Washington,husband,51,30000
959208,Washington,wife,47,10000
960324,Oregon,husband,40,125000
960324,Oregon,wife,36,0
960485,Washington,husband,58,50000
960485,Washington,wife,65,1600
961083,Oregon,husband,40,31000
961083,Oregon,wife,49,12000
962074,Oregon,husband,63,39000
962074,Oregon,wife,60,4000
962577,Washington,husband,42,22000
962577,Washington,wife,37,0
963557,Oregon,husband,75,160800
963557,Oregon,wife,74,35300
964851,Washington,husband,69,2000
964851,Washington,wife,67,200
969344,Oregon,husband,46,26700
969344,Oregon,wife,45,3900
970027,Oregon,husband,62,16500
970027,Oregon,wife,66,11100
970507,Oregon,husband,75,35930
970507,Oregon,wife,69,11300
970741,Washington,husband,81,29000
970741,Washington,wife,77,32400
971109,Oregon,husband,42,17000
971109,Oregon,wife,41,175000
971142,Oregon,husband,58,23504
971142,Oregon,wife,57,0
971460,Oregon,husband,24,14400
971460,Oregon,wife,24,0
971667,Washington,husband,61,54000
971667,Washington,wife,57,72000
971696,Oregon,husband,32,50000
971696,Oregon,wife,31,60700
971733,Washington,husband,31,100000
971733,Washington,wife,34,0
974104,Washington,husband,38,165000
974104,Washington,wife,41,105000
974472,Oregon,husband,41,125000
974472,Oregon,wife,41,1500
974962,Oregon,husband,33,63000
974962,Oregon,wife,28,0
975389,Washington,husband,47,65000
975389,Washington,wife,48,36000
976012,Oregon,husband,69,43700
976012,Oregon,wife,66,0
978355,Oregon,husband,48,96000
978355,Oregon,wife,41,25200
979069,Oregon,husband,85,2000
979069,Oregon,wife,79,25700
979157,Washington,husband,66,7200
979157,Washington,wife,65,9600
980373,Washington,husband,52,40000
980373,Washington,wife,42,40000
980435,Washington,husband,42,55500
980435,Washington,wife,47,5000
981152,Oregon,husband,38,50000
981152,Oregon,wife,34,600
981174,Washington,husband,66,89400
981174,Washington,wife,61,10000
981214,Oregon,husband,31,9000
981214,Oregon,wife,30,24000
981545,Washington,husband,49,52000
981545,Washington,wife,44,40000
982478,Oregon,husband,31,40000
982478,Oregon,wife,32,82000
982775,Oregon,husband,56,25000
982775,Oregon,wife,56,22990
982780,Washington,husband,49,40000
982780,Washington,wife,50,68000
982789,Washington,husband,48,77000
982789,Washington,wife,45,60001
982843,Oregon,husband,46,80000
982843,Oregon,wife,39,18000
983037,Washington,husband,65,31200
983037,Washington,wife,58,40000
983397,Washington,husband,33,970
983397,Washington,wife,29,58000
983686,Oregon,husband,61,15000
983686,Oregon,wife,48,2000
985184,Oregon,husband,78,85000
985184,Oregon,wife,77,0
985752,Washington,husband,58,30000
985752,Washington,wife,57,40000
988131,Oregon,husband,71,19100
988131,Oregon,wife,74,16390
988421,Oregon,husband,60,156000
988421,Oregon,wife,52,0
988897,Washington,husband,39,100000
988897,Washington,wife,34,24000
990204,Oregon,husband,59,93000
990204,Oregon,wife,63,0
991218,Oregon,husband,77,35000
991218,Oregon,wife,74,31000
991370,Washington,husband,68,50950
991370,Washington,wife,64,51401
991388,Washington,husband,64,21200
991388,Washington,wife,46,24000
992840,Oregon,husband,75,59300
992840,Oregon,wife,65,11600
993359,Washington,husband,26,99450
993359,Washington,wife,26,20000
993574,Oregon,husband,39,97000
993574,Oregon,wife,36,121000
994061,Oregon,husband,34,17000
994061,Oregon,wife,30,0
994450,Washington,husband,55,165000
994450,Washington,wife,53,0
994632,Washington,husband,29,45000
994632,Washington,wife,26,47000
994714,Washington,husband,58,125000
994714,Washington,wife,58,125000
995762,Oregon,husband,64,34100
995762,Oregon,wife,63,9500
996943,Oregon,husband,77,12800
996943,Oregon,wife,75,12400
997482,Oregon,husband,45,52000
997482,Oregon,wife,36,200
998527,Washington,husband,32,20000
998527,Washington,wife,27,17000
998871,Washington,husband,66,66100
998871,Washington,wife,66,67500
1000190,Washington,husband,59,467000
1000190,Washington,wife,55,850
1001159,Oregon,husband,55,50000
1001159,Oregon,wife,53,12000
1001592,Oregon,husband,62,132200
1001592,Oregon,wife,63,200
1001734,Oregon,husband,69,65300
1001734,Oregon,wife,64,9500
1001952,Oregon,husband,70,67300
1001952,Oregon,wife,66,13300
1002336,Washington,husband,66,61800
1002336,Washington,wife,66,9900
1003642,Washington,husband,59,50000
1003642,Washington,wife,58,0
1005047,Oregon,husband,65,0
1005047,Oregon,wife,64,0
1005267,Washington,husband,60,275030
1005267,Washington,wife,54,30
1005903,Washington,husband,54,50000
1005903,Washington,wife,51,18000
1005905,Oregon,husband,60,80000
1005905,Oregon,wife,55,82000
1007723,Washington,husband,51,57400
1007723,Washington,wife,59,19000
1008823,Oregon,husband,47,39000
1008823,Oregon,wife,45,25000
1010262,Oregon,husband,65,51900
1010262,Oregon,wife,67,31100
1010841,Oregon,husband,69,28400
1010841,Oregon,wife,68,7200
1013499,Washington,husband,62,90000
1013499,Washington,wife,61,77000
1014094,Oregon,husband,41,70000
1014094,Oregon,wife,35,23000
1014330,Oregon,husband,61,35000
1014330,Oregon,wife,60,48700
1014430,Oregon,husband,59,15000
1014430,Oregon,wife,57,24000
1015789,Oregon,husband,57,100000
1015789,Oregon,wife,54,26400
1016887,Washington,husband,65,37100
1016887,Washington,wife,63,5700
1017334,Oregon,husband,33,97000
1017334,Oregon,wife,32,7200
1019062,Oregon,husband,52,64000
1019062,Oregon,wife,54,12300
1019379,Washington,husband,57,467000
1019379,Washington,wife,57,0
1020147,Oregon,husband,33,42000
1020147,Oregon,wife,33,56000
1022571,Washington,husband,47,67000
1022571,Washington,wife,51,0
1022749,Washington,husband,76,182400
1022749,Washington,wife,62,32800
